ID,type,colour,n,hectares,sq_km,ORC,name
1,Urban,#DB2126,4,0.36,0.0036,9715,BUSE LAKE PROTECTED AREA
1,Cropland,#E6AD66,3,0.27,0.0027,9715,BUSE LAKE PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,1755,157.95,1.5795,0481,BRIM RIVER HOT SPRINGS PROTECTED AREA
1,Water,#4D70A3,273,24.57,0.2457,0481,BRIM RIVER HOT SPRINGS PROTECTED AREA
1,Mixed forest,#5C752B,83,7.47,0.0747,0481,BRIM RIVER HOT SPRINGS PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,40,3.5999999999999996,0.036,0481,BRIM RIVER HOT SPRINGS PROTECTED AREA
1,Barren lands,#A8ABAD,25,2.25,0.0225,0481,BRIM RIVER HOT SPRINGS PROTECTED AREA
1,Mixed forest,#5C752B,723,65.07,0.6507,0597,SMALL INLET PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,527,47.43,0.4743,0597,SMALL INLET PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,267,24.029999999999998,0.24029999999999999,0597,SMALL INLET PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,226,20.34,0.2034,0597,SMALL INLET PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,29,2.61,0.026099999999999998,0597,SMALL INLET PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,1356,122.03999999999999,1.2204,9796,GISCOME PORTAGE TRAIL PROTECTED AREA
1,Mixed forest,#5C752B,108,9.719999999999999,0.0972,9796,GISCOME PORTAGE TRAIL PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,57,5.13,0.0513,9796,GISCOME PORTAGE TRAIL PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,41,3.69,0.0369,9796,GISCOME PORTAGE TRAIL PROTECTED AREA
1,Urban,#DB2126,35,3.15,0.0315,9796,GISCOME PORTAGE TRAIL PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,4,0.36,0.0036,9796,GISCOME PORTAGE TRAIL PROTECTED AREA
1,Mixed forest,#5C752B,849,76.41,0.7641,9803,JACKPINE REMNANT PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,528,47.519999999999996,0.47519999999999996,9803,JACKPINE REMNANT PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,109,9.81,0.0981,9803,JACKPINE REMNANT PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,74,6.66,0.0666,9803,JACKPINE REMNANT PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,1583,142.47,1.4247,9736,SIX MILE HILL PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,27,2.4299999999999997,0.0243,9736,SIX MILE HILL PROTECTED AREA
1,Barren lands,#A8ABAD,17,1.53,0.015300000000000001,9736,SIX MILE HILL PROTECTED AREA
1,Urban,#DB2126,2,0.18,0.0018,9736,SIX MILE HILL PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,647,58.23,0.5822999999999999,5041,GITNADOIKS RIVER PROTECTED AREA
1,Mixed forest,#5C752B,412,37.08,0.37079999999999996,5041,GITNADOIKS RIVER PROTECTED AREA
1,Water,#4D70A3,387,34.83,0.3483,5041,GITNADOIKS RIVER PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,78,7.02,0.0702,5041,GITNADOIKS RIVER PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,28,2.52,0.0252,5041,GITNADOIKS RIVER PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,930,83.7,0.8370000000000001,5040,FOCH-GILTTOYEES PROTECTED AREA
1,Water,#4D70A3,51,4.59,0.045899999999999996,5040,FOCH-GILTTOYEES PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,15,1.3499999999999999,0.013499999999999998,5040,FOCH-GILTTOYEES PROTECTED AREA
1,Mixed forest,#5C752B,10,0.8999999999999999,0.009,5040,FOCH-GILTTOYEES PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,727,65.42999999999999,0.6542999999999999,0634,DENMAN ISLAND PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,180,16.2,0.162,0634,DENMAN ISLAND PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,45,4.05,0.0405,0634,DENMAN ISLAND PROTECTED AREA
1,Mixed forest,#5C752B,32,2.88,0.0288,0634,DENMAN ISLAND PROTECTED AREA
1,Urban,#DB2126,16,1.44,0.0144,0634,DENMAN ISLAND PROTECTED AREA
1,Barren lands,#A8ABAD,11,0.99,0.009899999999999999,0634,DENMAN ISLAND PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,6,0.54,0.0054,0634,DENMAN ISLAND PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,807,72.63,0.7263,0487,LUNDMARK BOG PROTECTED AREA
1,Mixed forest,#5C752B,20,1.7999999999999998,0.018,0487,LUNDMARK BOG PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,5,0.44999999999999996,0.0045,0487,LUNDMARK BOG PROTECTED AREA
1,Urban,#DB2126,2,0.18,0.0018,0487,LUNDMARK BOG PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,689,62.01,0.6201,5025,NAHATLATCH PROTECTED AREA
1,Mixed forest,#5C752B,18,1.6199999999999999,0.0162,5025,NAHATLATCH PROTECTED AREA
1,Water,#4D70A3,15,1.3499999999999999,0.013499999999999998,5025,NAHATLATCH PROTECTED AREA
1,Barren lands,#A8ABAD,387,34.83,0.3483,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Urban,#DB2126,235,21.15,0.2115,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Mixed forest,#5C752B,54,4.859999999999999,0.0486,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,13,1.17,0.011699999999999999,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,4,0.36,0.0036,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,4,0.36,0.0036,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Snow and Ice,#FFFAFF,2,0.18,0.0018,3932,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,437,39.33,0.3933,1086,UPPER KLINAKLINI PROTECTED AREA
1,Water,#4D70A3,215,19.349999999999998,0.19349999999999998,1086,UPPER KLINAKLINI PROTECTED AREA
1,Mixed forest,#5C752B,27,2.4299999999999997,0.0243,1086,UPPER KLINAKLINI PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,5,0.44999999999999996,0.0045,1086,UPPER KLINAKLINI PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,527,47.43,0.4743,5042,MAQUINNA PROTECTED AREA
1,Mixed forest,#5C752B,36,3.2399999999999998,0.0324,5042,MAQUINNA PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,8,0.72,0.0072,5042,MAQUINNA PROTECTED AREA
1,Water,#4D70A3,6,0.54,0.0054,5042,MAQUINNA PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,2,0.18,0.0018,5042,MAQUINNA PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,352,31.68,0.31679999999999997,5024,MYRA - BELLEVUE PROTECTED AREA
1,Barren lands,#A8ABAD,99,8.91,0.0891,5024,MYRA - BELLEVUE PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,78,7.02,0.0702,5024,MYRA - BELLEVUE PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,15,1.3499999999999999,0.013499999999999998,5024,MYRA - BELLEVUE PROTECTED AREA
1,Sub-polar taiga needleleaf forest,#949C70,3,0.27,0.0027,5024,MYRA - BELLEVUE PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,212,19.08,0.19079999999999997,8345,JESSE FALLS PROTECTED AREA
1,Water,#4D70A3,136,12.24,0.12240000000000001,8345,JESSE FALLS PROTECTED AREA
1,Mixed forest,#5C752B,212,19.08,0.19079999999999997,5020,FRANCOIS LAKE PROTECTED AREA
1,Water,#4D70A3,37,3.33,0.0333,5020,FRANCOIS LAKE PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,29,2.61,0.026099999999999998,5020,FRANCOIS LAKE PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,14,1.26,0.0126,5020,FRANCOIS LAKE PROTECTED AREA
1,Urban,#DB2126,6,0.54,0.0054,5020,FRANCOIS LAKE PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,188,16.919999999999998,0.1692,5038,BABINE MOUNTAINS TRAILS (Park Act Section 6)
1,Barren lands,#A8ABAD,38,3.42,0.0342,5038,BABINE MOUNTAINS TRAILS (Park Act Section 6)
1,Mixed forest,#5C752B,31,2.79,0.0279,5038,BABINE MOUNTAINS TRAILS (Park Act Section 6)
1,Temperate or sub-polar shrubland,#B38A33,11,0.99,0.009899999999999999,5038,BABINE MOUNTAINS TRAILS (Park Act Section 6)
1,Temperate or sub-polar grassland,#E0CF8A,7,0.63,0.0063,5038,BABINE MOUNTAINS TRAILS (Park Act Section 6)
1,Temperate or sub-polar needleleaf forest,#003D00,66,5.9399999999999995,0.059399999999999994,0631,ELK FALLS PROTECTED AREA
1,Urban,#DB2126,58,5.22,0.052199999999999996,0631,ELK FALLS PROTECTED AREA
1,Mixed forest,#5C752B,24,2.16,0.0216,0631,ELK FALLS PROTECTED AREA
1,Water,#4D70A3,22,1.98,0.019799999999999998,0631,ELK FALLS PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,3,0.27,0.0027,0631,ELK FALLS PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,2,0.18,0.0018,0631,ELK FALLS PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,2,0.18,0.0018,0631,ELK FALLS PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,147,13.229999999999999,0.13229999999999997,5036,TWEEDSMUIR CORRIDOR PROTECTED AREA
1,Water,#4D70A3,16,1.44,0.0144,5036,TWEEDSMUIR CORRIDOR PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,112,10.08,0.1008,5043,MOUNT ROBSON PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,23,2.07,0.0207,5043,MOUNT ROBSON PROTECTED AREA
1,Temperate or sub-polar grassland,#E0CF8A,3,0.27,0.0027,5043,MOUNT ROBSON PROTECTED AREA
1,Mixed forest,#5C752B,1,0.09,9e-4,5043,MOUNT ROBSON PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,95,8.549999999999999,0.08549999999999999,1088,NISGA'A MEMORIAL LAVA BED PROTECTED AREA
1,Barren lands,#A8ABAD,9,0.8099999999999999,0.0081,1088,NISGA'A MEMORIAL LAVA BED PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,9,0.8099999999999999,0.0081,1088,NISGA'A MEMORIAL LAVA BED PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,82,7.38,0.0738,0632,BOYLE POINT PROTECTED AREA
1,Urban,#DB2126,15,1.3499999999999999,0.013499999999999998,0632,BOYLE POINT PROTECTED AREA
1,Mixed forest,#5C752B,9,0.8099999999999999,0.0081,0632,BOYLE POINT PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,12,1.08,0.0108,3875,FINN CREEK PROTECTED AREA
1,Temperate or sub-polar shrubland,#B38A33,7,0.63,0.0063,3875,FINN CREEK PROTECTED AREA
1,Mixed forest,#5C752B,3,0.27,0.0027,3875,FINN CREEK PROTECTED AREA
1,Temperate or sub-polar broadleaf deciduous forest,#148C3D,3,0.27,0.0027,3875,FINN CREEK PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,25,2.25,0.0225,0616,STAWAMUS CHIEF PROTECTED AREA
1,Mixed forest,#5C752B,1,0.09,9e-4,0616,STAWAMUS CHIEF PROTECTED AREA
1,Mixed forest,#5C752B,5,0.44999999999999996,0.0045,0577,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Barren lands,#A8ABAD,4,0.36,0.0036,0577,NISGA'A MEMORIAL LAVA BED CORRIDOR PROTECTED AREA
1,Temperate or sub-polar needleleaf forest,#003D00,1,0.09,9e-4,0598,OTTER LAKE PROTECTED AREA
1,Urban,#DB2126,1,0.09,9e-4,0598,OTTER LAKE PROTECTED AREA
